image_path,mask_path
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0376\patient0376_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0376\patient0376_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0376\patient0376_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0376\patient0376_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0027\patient0027_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0027\patient0027_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0027\patient0027_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0027\patient0027_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0027\patient0027_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0027\patient0027_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0027\patient0027_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0027\patient0027_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0373\patient0373_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0373\patient0373_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0373\patient0373_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0373\patient0373_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0373\patient0373_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0373\patient0373_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0373\patient0373_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0373\patient0373_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0122\patient0122_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0122\patient0122_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0122\patient0122_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0122\patient0122_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0122\patient0122_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0122\patient0122_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0122\patient0122_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0122\patient0122_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0144\patient0144_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0144\patient0144_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0144\patient0144_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0144\patient0144_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0144\patient0144_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0144\patient0144_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0144\patient0144_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0144\patient0144_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0089\patient0089_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0089\patient0089_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0089\patient0089_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0089\patient0089_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0089\patient0089_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0089\patient0089_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0089\patient0089_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0089\patient0089_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0430\patient0430_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0430\patient0430_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0430\patient0430_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0430\patient0430_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0430\patient0430_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0430\patient0430_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0430\patient0430_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0430\patient0430_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0204\patient0204_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0204\patient0204_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0204\patient0204_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0204\patient0204_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0204\patient0204_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0204\patient0204_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0204\patient0204_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0204\patient0204_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0264\patient0264_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0264\patient0264_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0264\patient0264_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0264\patient0264_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0264\patient0264_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0264\patient0264_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0264\patient0264_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0264\patient0264_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0132\patient0132_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0132\patient0132_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0132\patient0132_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0132\patient0132_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0132\patient0132_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0132\patient0132_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0132\patient0132_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0132\patient0132_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0432\patient0432_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0432\patient0432_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0432\patient0432_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0432\patient0432_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0432\patient0432_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0432\patient0432_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0432\patient0432_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0432\patient0432_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0384\patient0384_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0384\patient0384_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0384\patient0384_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0384\patient0384_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0384\patient0384_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0384\patient0384_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0384\patient0384_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0384\patient0384_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0061\patient0061_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0061\patient0061_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0061\patient0061_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0061\patient0061_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0061\patient0061_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0061\patient0061_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0061\patient0061_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0061\patient0061_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0416\patient0416_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0416\patient0416_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0416\patient0416_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0416\patient0416_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0416\patient0416_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0416\patient0416_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0416\patient0416_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0416\patient0416_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0103\patient0103_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0103\patient0103_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0103\patient0103_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0103\patient0103_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0103\patient0103_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0103\patient0103_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0103\patient0103_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0103\patient0103_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0229\patient0229_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0229\patient0229_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0229\patient0229_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0229\patient0229_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0229\patient0229_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0229\patient0229_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0229\patient0229_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0229\patient0229_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0394\patient0394_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0394\patient0394_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0394\patient0394_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0394\patient0394_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0394\patient0394_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0394\patient0394_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0394\patient0394_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0394\patient0394_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0417\patient0417_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0417\patient0417_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0417\patient0417_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0417\patient0417_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0417\patient0417_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0417\patient0417_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0417\patient0417_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0417\patient0417_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0443\patient0443_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0443\patient0443_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0443\patient0443_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0443\patient0443_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0443\patient0443_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0443\patient0443_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0443\patient0443_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0443\patient0443_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0401\patient0401_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0401\patient0401_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0401\patient0401_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0401\patient0401_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0401\patient0401_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0401\patient0401_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0401\patient0401_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0401\patient0401_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0292\patient0292_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0292\patient0292_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0292\patient0292_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0292\patient0292_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0292\patient0292_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0292\patient0292_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0292\patient0292_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0292\patient0292_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0345\patient0345_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0345\patient0345_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0345\patient0345_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0345\patient0345_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0345\patient0345_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0345\patient0345_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0345\patient0345_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0345\patient0345_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0397\patient0397_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0397\patient0397_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0397\patient0397_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0397\patient0397_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0397\patient0397_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0397\patient0397_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0397\patient0397_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0397\patient0397_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0060\patient0060_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0060\patient0060_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0060\patient0060_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0060\patient0060_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0060\patient0060_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0060\patient0060_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0060\patient0060_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0060\patient0060_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0123\patient0123_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0123\patient0123_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0123\patient0123_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0123\patient0123_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0123\patient0123_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0123\patient0123_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0123\patient0123_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0123\patient0123_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0254\patient0254_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0254\patient0254_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0254\patient0254_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0254\patient0254_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0254\patient0254_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0254\patient0254_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0254\patient0254_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0254\patient0254_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0252\patient0252_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0252\patient0252_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0252\patient0252_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0252\patient0252_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0252\patient0252_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0252\patient0252_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0252\patient0252_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0252\patient0252_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0158\patient0158_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0158\patient0158_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0158\patient0158_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0158\patient0158_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0158\patient0158_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0158\patient0158_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0158\patient0158_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0158\patient0158_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0441\patient0441_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0441\patient0441_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0441\patient0441_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0441\patient0441_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0441\patient0441_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0441\patient0441_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0441\patient0441_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0441\patient0441_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0420\patient0420_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0420\patient0420_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0420\patient0420_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0420\patient0420_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0420\patient0420_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0420\patient0420_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0420\patient0420_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0420\patient0420_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0294\patient0294_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0294\patient0294_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0294\patient0294_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0294\patient0294_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0294\patient0294_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0294\patient0294_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0294\patient0294_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0294\patient0294_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0160\patient0160_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0160\patient0160_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0160\patient0160_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0160\patient0160_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0160\patient0160_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0160\patient0160_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0160\patient0160_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0160\patient0160_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0044\patient0044_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0044\patient0044_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0044\patient0044_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0044\patient0044_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0044\patient0044_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0044\patient0044_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0044\patient0044_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0044\patient0044_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0388\patient0388_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0388\patient0388_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0388\patient0388_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0388\patient0388_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0388\patient0388_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0388\patient0388_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0388\patient0388_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0388\patient0388_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0372\patient0372_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0372\patient0372_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0372\patient0372_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0372\patient0372_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0372\patient0372_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0372\patient0372_4CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0372\patient0372_4CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0372\patient0372_4CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0091\patient0091_2CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0091\patient0091_2CH_ED_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0091\patient0091_2CH_ES.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0091\patient0091_2CH_ES_gt.mhd
C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0091\patient0091_4CH_ED.mhd,C:\Users\betza\OneDrive\Desktop\camus_data\training\patient0091\patient0091_4CH_ED_gt.mhd
